"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
3003 4 NA 2 NA 5 3 2 2 2 1 39
3004 2 2 1 1 62 2 1 1 1 1 64
3005 2 1 1 1 40 2 1 2 1 1 41
3005 3 2 1 NA 14 NA 1 2 1 1 41
3005 4 1 1 NA 9 3 1 2 1 1 41
3006 2 2 1 1 NA 2 2 1 1 1 32
3006 3 2 1 1 NA 3 2 1 1 1 32
3006 4 2 1 1 9 4 2 1 1 1 32
3007 2 1 1 NA 58 2 1 NA 1 NA 53
3007 3 2 1 1 NA 3 1 NA 1 NA 53
3008 2 NA 1 1 54 2 1 2 NA NA 52
3009 2 NA 1 1 26 NA NA 1 1 1 24
3009 3 1 NA 1 25 12 NA 1 1 1 24
3009 4 1 1 1 24 12 NA 1 1 1 24
3010 2 1 NA 1 NA NA 1 2 1 1 84
3011 2 2 NA NA 30 3 1 2 2 1 54
3011 3 1 2 1 7 NA 1 2 2 1 54
3011 4 NA 2 1 2 8 1 2 2 1 54
3012 2 2 NA 1 57 2 1 1 NA NA 55
3013 2 1 1 2 NA 2 NA 2 1 2 45
3013 3 2 1 2 NA NA NA 2 1 2 45
3013 4 1 NA NA 11 3 NA 2 1 2 45
3014 2 NA 4 1 NA 2 1 NA 4 1 64
3015 2 NA NA 1 59 NA 1 NA NA NA 60
3016 2 NA NA 1 NA NA NA 2 2 NA 32
3017 2 2 1 1 54 2 1 1 NA 1 54
3017 3 2 NA 1 19 3 1 1 NA 1 54
3018 2 2 1 1 72 2 1 1 NA 1 73
3019 2 NA 1 1 42 2 2 1 NA 1 44
3019 3 1 8 1 14 3 2 1 NA 1 44
3019 4 NA 8 1 7 3 2 1 NA 1 44
3020 2 1 NA 1 NA NA 1 2 1 1 73
3021 2 NA 2 1 56 12 NA 2 2 NA 60
3022 2 NA 1 NA NA 2 1 2 1 1 40
3022 3 NA 1 1 8 3 1 2 1 1 40
3022 4 2 NA NA 6 3 1 2 1 1 40
3023 2 NA NA 1 NA 2 1 1 NA NA 55
3024 2 NA 1 1 63 2 NA NA 1 NA 63
3025 2 NA 1 1 NA 2 1 1 1 NA 67
3026 2 1 1 1 81 2 1 2 1 1 76
3027 2 1 8 1 NA NA NA 1 NA 1 57
3027 3 NA 8 1 17 NA NA 1 NA 1 57
3028 2 NA NA NA 51 2 1 NA NA 1 53
3029 2 2 1 1 NA 2 1 1 1 1 67
3030 2 1 1 1 20 12 NA NA 1 1 19
3031 2 NA 2 1 26 3 1 2 2 1 52
3031 3 2 NA NA 15 8 1 2 2 1 52
3032 2 2 1 1 NA 2 2 NA 1 NA 59
3032 3 NA NA NA 24 5 2 NA 1 NA 59
3033 2 NA 1 NA NA NA 1 1 1 1 66
3034 2 2 1 NA 74 NA 1 NA NA 1 77
3035 2 NA NA 5 NA 2 1 NA 1 NA 57
3036 2 NA 1 1 NA NA 1 NA 1 NA 81
3037 2 NA NA NA NA 2 NA 2 2 1 60
3037 3 1 2 1 NA NA NA 2 2 1 60
3038 2 NA NA NA 18 3 NA 2 NA 1 51
3038 3 1 2 1 NA 3 NA 2 NA 1 51
3039 2 1 NA 1 54 2 1 NA 1 1 51
3040 2 2 NA 1 86 6 NA 2 1 1 87
3041 2 2 1 1 60 2 NA 1 1 1 69
3042 2 2 1 1 37 NA 1 NA 1 1 45
3042 3 2 1 1 NA 3 1 NA 1 1 45
3042 4 1 1 NA NA 3 1 NA 1 1 45
3043 2 2 1 1 NA NA 1 NA NA 1 79
3044 2 2 1 NA 45 2 1 1 NA 1 46
3045 2 2 1 3 NA NA 1 2 1 NA 68
3046 2 1 1 1 NA 4 2 2 1 1 54
3046 3 NA 1 1 10 NA 2 2 1 1 54
3046 4 2 NA 1 55 11 2 2 1 1 54
3047 2 2 1 NA NA NA 1 1 NA 1 58
3047 3 NA NA 1 22 3 1 1 NA 1 58
3047 4 2 1 NA NA NA 1 1 NA 1 58
3048 2 2 1 1 78 NA 1 NA 1 1 54
3048 3 NA 1 NA 58 NA 1 NA 1 1 54
3049 2 NA 1 1 NA 2 NA 1 1 1 72
3050 2 2 1 NA 59 NA NA 1 1 5 70
3051 2 1 6 NA 45 2 1 NA NA 1 40
3051 3 1 6 NA NA 3 1 NA NA 1 40
3052 2 2 NA 1 NA 2 1 NA 1 1 80
3052 3 2 NA 1 75 NA 1 NA 1 1 80
3052 4 1 1 1 21 8 1 NA 1 1 80
3053 2 1 1 1 52 2 1 NA 1 NA 50
3053 3 2 1 1 16 NA 1 NA 1 NA 50
3053 4 NA 1 1 10 NA 1 NA 1 NA 50
3054 2 2 1 1 52 2 1 1 1 1 71
3055 2 2 NA NA NA 2 NA 1 1 1 60
3055 3 2 1 1 19 3 NA 1 1 1 60
3055 4 1 1 1 16 NA NA 1 1 1 60
3056 2 2 1 1 33 2 1 1 NA 1 31
3056 3 NA 1 1 7 NA 1 1 NA 1 31
3056 4 2 NA NA NA NA 1 1 NA 1 31
3057 2 2 NA 1 NA NA NA 1 1 1 90
3058 2 NA 1 NA NA 2 1 1 NA 1 31
3058 3 NA 1 1 5 3 1 1 NA 1 31
3058 4 NA NA 1 2 3 1 1 NA 1 31
3059 2 1 1 1 36 12 NA NA 1 NA 37
3059 3 2 8 2 30 12 NA NA 1 NA 37
3060 2 NA 6 1 NA 2 2 1 NA 1 75
3060 3 1 6 1 44 3 2 1 NA 1 75
3060 4 2 NA 1 39 3 2 1 NA 1 75
3061 2 2 1 NA NA NA 1 1 1 NA 76
3061 3 NA 1 NA 20 NA 1 1 1 NA 76
3062 2 2 1 NA 55 2 NA NA 1 1 64
3062 3 1 NA 1 NA NA NA NA 1 1 64
3063 2 2 NA 1 37 2 NA 1 NA 1 38
3063 3 2 NA 1 16 NA NA 1 NA 1 38
3063 4 1 NA NA 17 4 NA 1 NA 1 38
3064 2 1 NA NA 20 6 2 1 2 1 22
3065 2 2 NA 1 NA 2 1 1 1 1 49
3065 3 1 1 NA 12 3 1 1 1 1 49
3065 4 2 NA 1 8 NA 1 1 1 1 49
3066 2 NA 1 NA 58 2 1 NA NA 1 60
3067 2 2 NA 3 NA 2 2 1 NA 5 34
3067 3 1 1 3 1 3 2 1 NA 5 34
3068 2 2 1 1 60 2 1 1 1 NA 61
3069 2 2 NA 1 NA NA 1 NA NA NA 34
3070 2 1 2 2 23 8 2 2 2 NA 77
3071 2 2 1 1 NA 2 1 1 1 1 41
3071 3 NA 1 1 NA NA 1 1 1 1 41
3072 2 NA 5 1 62 2 1 1 5 1 63
3073 2 2 1 1 NA 2 1 1 NA 1 70
3074 2 2 1 NA NA 2 1 1 1 5 71
3074 3 NA NA 5 36 NA 1 1 1 5 71
3075 2 2 1 1 20 3 1 2 NA NA 53
3075 3 2 1 1 NA 3 1 2 NA NA 53
3076 2 NA 2 NA 17 3 2 2 NA 5 40
3077 2 2 1 1 40 2 NA NA 1 1 40
3077 3 1 1 1 12 3 NA NA 1 1 40
3077 4 1 NA NA 9 NA NA NA 1 1 40
3078 2 2 NA 1 NA 2 1 1 1 NA 64
3078 3 1 1 1 33 NA 1 1 1 NA 64
3079 2 2 3 1 NA NA 1 1 NA 1 33
3080 2 NA 1 NA 37 2 NA NA 1 1 42
3080 3 1 1 1 10 3 NA NA 1 1 42
3080 4 1 1 1 5 NA NA NA 1 1 42
3081 2 2 1 1 54 2 NA 1 1 NA 53
3082 2 2 1 1 NA 2 NA NA NA 1 76
3083 2 NA 6 1 77 2 1 1 6 NA 82
3083 3 2 6 1 53 NA 1 1 6 NA 82
3084 2 1 1 2 15 NA 2 2 1 2 56
3085 2 1 1 1 64 2 1 2 1 1 71
3086 2 NA 1 1 63 NA 1 1 NA 1 65
3087 2 NA NA NA NA 2 2 2 1 2 38
3087 3 NA 1 2 14 3 2 2 1 2 38
3087 4 2 1 2 8 3 2 2 1 2 38
3088 2 NA 2 1 7 3 2 2 2 1 29
3088 3 NA 2 1 5 3 2 2 2 1 29
3089 2 2 1 NA NA 2 1 1 1 1 77
3090 2 2 NA 1 34 NA 2 1 1 1 33
3090 3 1 NA 1 13 NA 2 1 1 1 33
3090 4 NA NA NA 11 5 2 1 1 1 33
3091 2 NA NA 1 55 NA 1 NA 1 NA 55
3092 2 1 1 5 42 12 2 2 1 5 43
3093 2 NA 1 1 54 2 1 NA 1 1 54
3093 3 2 1 NA 24 3 1 NA 1 1 54
3094 2 NA 1 1 NA 2 1 1 NA 1 64
3095 2 1 NA 1 53 2 2 2 NA NA 53
3096 2 1 1 NA NA 2 NA 2 1 1 27
3097 2 NA 1 NA 76 2 NA NA 1 1 81
3098 2 1 1 NA 85 NA 1 NA 1 NA 65
3099 2 2 1 1 73 2 NA NA 1 1 66
3099 3 1 1 1 35 3 NA NA 1 1 66
3100 2 2 2 NA 35 NA 2 1 NA 1 43
3100 3 1 NA NA 6 3 2 1 NA 1 43
3100 4 NA 2 1 4 3 2 1 NA 1 43
3101 2 NA NA 1 79 NA 1 1 NA NA 82
3101 3 1 1 NA 53 3 1 1 NA NA 82
3102 2 2 1 NA 30 NA 2 1 1 5 29
3102 3 1 NA 3 2 3 2 1 1 5 29
3103 2 2 NA NA 31 2 1 1 1 1 31
3104 2 NA 1 1 6 NA 2 2 NA NA 26
3105 2 2 1 1 27 2 1 1 1 1 37
3105 3 2 1 NA 4 3 1 1 1 1 37
3105 4 1 1 1 1 NA 1 1 1 1 37
3106 2 2 NA 1 44 NA 1 1 NA 1 42
3106 3 2 NA NA NA 3 1 1 NA 1 42
3106 4 1 NA 1 NA 3 1 1 NA 1 42
3107 2 2 1 1 60 3 1 2 1 1 88
3107 3 2 1 1 26 8 1 2 1 1 88
3108 2 2 NA 4 23 3 1 2 1 NA 51
3108 3 2 1 4 49 6 1 2 1 NA 51
3109 2 2 NA 1 20 NA 1 1 1 1 24
3110 2 1 NA 1 39 2 NA NA NA 1 26
3110 3 2 1 1 4 NA NA NA NA 1 26
3110 4 1 1 1 15 NA NA NA NA 1 26
3111 2 2 NA 3 37 12 NA NA NA 3 50
3112 2 2 9 1 NA 2 NA 1 9 NA 40
3112 3 NA 9 1 1 3 NA 1 9 NA 40
3113 2 2 1 1 48 NA 1 1 1 1 53
3113 3 NA NA NA 14 NA 1 1 1 1 53
3113 4 1 1 1 12 NA 1 1 1 1 53
3114 2 NA 1 1 49 NA 1 NA NA 1 45
3115 2 2 1 1 73 2 1 1 1 NA 75
3116 2 2 1 NA 56 2 1 1 1 NA 58
3117 2 1 1 1 52 3 1 NA 1 1 80
3117 3 1 NA NA 15 8 1 NA 1 1 80
3118 2 1 NA 1 NA 2 NA NA 1 NA 56
3118 3 1 1 1 19 NA NA NA 1 NA 56
3119 2 NA NA NA 51 3 1 1 NA 1 74
3120 2 2 1 NA 54 2 1 1 1 NA 40
3121 2 2 1 NA 40 NA 2 1 1 1 43
3121 3 NA 1 1 NA 3 2 1 1 1 43
3121 4 1 1 1 7 NA 2 1 1 1 43
3122 2 2 8 2 12 3 2 1 1 2 31
3122 3 2 1 2 8 3 2 1 1 2 31
3122 4 NA 1 1 26 12 2 1 1 2 31
3123 2 1 NA NA 42 2 2 NA 2 NA 45
3123 3 2 2 1 20 NA 2 NA 2 NA 45
3123 4 2 2 1 2 8 2 NA 2 NA 45
3124 2 1 1 1 67 2 1 NA 1 NA 62
3125 2 1 1 1 NA 2 1 2 1 1 47
3126 2 2 2 1 12 3 NA NA 2 NA 30
3126 3 2 2 NA 6 NA NA NA 2 NA 30
3126 4 2 2 NA 3 3 NA NA 2 NA 30
3127 2 2 NA NA NA NA NA NA 1 1 44
3127 3 2 1 1 15 NA NA NA 1 1 44
3128 2 2 1 1 55 2 1 1 1 1 66
3129 2 NA 1 1 NA 2 1 1 NA 1 45
3129 3 1 1 NA 5 3 1 1 NA 1 45
3130 2 NA 1 1 54 13 1 1 1 1 51
3131 2 NA NA 1 47 NA NA 1 4 1 49
3131 3 NA 4 1 19 3 NA 1 4 1 49
3131 4 2 4 1 NA 3 NA 1 4 1 49
3132 2 NA NA 5 NA NA 1 2 NA 5 40
3132 3 NA NA 5 7 NA 1 2 NA 5 40
3133 2 2 NA 1 52 2 1 1 NA 1 59
3134 2 NA 1 1 66 2 1 1 1 NA 69
3135 2 2 1 1 30 12 2 2 1 NA 27
3136 2 NA NA 1 NA 2 NA NA 2 1 43
3136 3 2 2 1 1 3 NA NA 2 1 43
3136 4 2 NA NA NA NA NA NA 2 1 43
3137 2 2 NA 1 11 3 NA 2 1 NA 34
3137 3 1 1 1 7 NA NA 2 1 NA 34
3137 4 NA 1 1 7 NA NA 2 1 NA 34
3138 2 2 1 1 NA 2 NA 1 1 1 83
3139 2 NA NA NA NA NA NA 2 NA 1 47
3139 3 NA NA 1 16 3 NA 2 NA 1 47
3139 4 2 6 1 14 3 NA 2 NA 1 47
3140 2 2 2 1 6 3 NA NA NA 1 27
3140 3 2 2 1 1 NA NA NA NA 1 27
3140 4 1 2 1 30 12 NA NA NA 1 27
3141 2 NA 1 NA 56 2 NA 1 1 1 60
3141 3 1 1 1 23 NA NA 1 1 1 60
3142 2 NA 1 1 58 2 2 NA NA 1 58
3143 2 2 2 1 45 NA 1 NA 2 NA 67
3144 2 NA NA 1 52 2 2 NA 1 1 53
3144 3 1 1 1 32 3 2 NA 1 1 53
3145 2 2 1 1 36 2 1 1 1 1 42
3145 3 NA 1 1 5 3 1 1 1 1 42
3145 4 2 1 NA NA NA 1 1 1 1 42
3146 2 1 NA 1 NA 2 1 2 NA 1 38
3146 3 NA 1 NA 13 3 1 2 NA 1 38
3146 4 1 1 1 10 NA 1 2 NA 1 38
3147 2 1 NA 2 NA 2 NA NA 1 2 51
3147 3 1 1 NA 17 3 NA NA 1 2 51
3148 2 NA 1 1 15 3 NA 2 1 1 40
3148 3 NA 1 1 12 3 NA 2 1 1 40
3148 4 1 1 NA 35 NA NA 2 1 1 40
3149 2 NA NA 1 NA 2 1 1 6 1 73
3150 2 2 NA NA 59 2 1 1 1 NA 66
3150 3 NA 1 1 27 3 1 1 1 NA 66
3150 4 2 NA 1 24 3 1 1 1 NA 66
3151 2 2 1 NA 69 2 1 1 1 NA 70
3152 2 2 1 NA 61 2 NA 1 NA 1 64
3153 2 NA 1 NA 68 NA 1 1 1 1 69
3154 2 NA 4 1 NA NA NA 1 4 1 50
3154 3 NA 4 1 16 3 NA 1 4 1 50
3155 2 1 1 1 71 NA 1 NA 1 NA 64
3156 2 2 NA 2 NA NA 1 1 1 2 48
3156 3 NA 1 2 NA 3 1 1 1 2 48
3156 4 1 1 NA 18 NA 1 1 1 2 48
3157 2 1 NA 1 39 12 1 NA 1 1 28
3158 2 NA 1 NA NA 2 NA 1 1 1 58
3159 2 2 1 1 33 2 NA NA 1 1 41
3159 3 1 NA NA NA 3 NA NA 1 1 41
3159 4 1 1 NA NA 3 NA NA 1 1 41
3160 2 2 NA NA NA 2 NA 1 NA NA 49
3161 2 2 NA NA NA NA 1 1 NA 1 73
3162 2 2 1 NA NA 2 NA NA 1 1 55
3163 2 1 1 1 NA 3 1 1 NA 1 89
3164 2 2 NA 1 10 3 1 1 2 1 33
3165 2 2 NA 3 60 2 NA NA 1 3 73
3166 2 2 NA NA NA 2 NA NA NA 1 57
3166 3 NA NA 1 29 3 NA NA NA 1 57
3166 4 1 1 1 7 NA NA NA NA 1 57
3167 2 NA 6 NA 29 NA NA 1 1 1 63
3167 3 1 6 1 11 5 NA 1 1 1 63
3167 4 2 6 NA 8 NA NA 1 1 1 63
3168 2 NA 1 NA 48 2 NA 1 1 1 50
3169 2 NA NA 1 18 NA 1 2 1 1 43
3170 2 NA NA NA 52 12 1 1 1 5 57
3171 2 2 NA 1 65 NA NA 1 1 1 66
3172 2 1 1 1 NA 2 NA 2 NA 1 50
3172 3 NA 1 NA NA 3 NA 2 NA 1 50
3172 4 NA 1 1 18 NA NA 2 NA 1 50
3173 2 NA NA 1 NA 2 NA 1 1 1 54
3173 3 NA 1 1 NA NA NA 1 1 1 54
3173 4 NA NA NA 18 NA NA 1 1 1 54
3174 2 2 NA 1 72 2 1 NA 1 1 74
3175 2 2 1 NA 2 3 NA NA 1 1 33
3175 3 1 1 NA 31 12 NA NA 1 1 33
3176 2 NA 1 1 58 2 1 2 NA 1 45
3176 3 NA NA NA 19 3 1 2 NA 1 45
3176 4 NA NA 1 12 NA 1 2 NA 1 45
3177 2 2 1 NA NA 2 1 1 1 1 78
3178 2 2 1 1 75 NA NA 2 1 2 69
3179 2 NA NA NA 20 3 NA 2 NA 1 50
3180 2 1 2 NA 18 NA 1 2 2 NA 41
3181 2 NA 1 1 79 NA NA NA 1 1 82
3182 2 2 NA NA 29 2 2 1 NA 2 31
3182 3 1 1 2 NA NA 2 1 NA 2 31
3183 2 1 1 NA NA 3 1 1 1 1 58
3184 2 1 1 1 61 2 1 NA 1 1 61
3185 2 2 NA 1 NA 2 1 1 1 1 67
3185 3 NA 1 1 43 3 1 1 1 1 67
3186 2 2 2 NA 15 NA 1 NA 2 1 38
3187 2 2 1 1 70 NA NA 1 1 1 74
3188 2 NA 1 1 40 3 NA 2 NA 1 61
3188 3 1 1 1 NA 3 NA 2 NA 1 61
3189 2 1 NA 1 55 2 2 2 1 NA 52
3190 2 2 1 1 NA 2 NA 1 1 1 29
3191 2 1 1 NA 68 2 NA 2 1 NA 67
3192 2 2 6 1 46 2 1 1 6 NA 48
3192 3 NA 6 1 16 NA 1 1 6 NA 48
3192 4 2 6 1 10 3 1 1 6 NA 48
3193 2 1 NA 1 4 3 2 NA 2 1 22
3194 2 1 1 1 19 NA NA 2 NA 1 46
3194 3 1 1 1 NA NA NA 2 NA 1 46
3194 4 NA 1 NA 44 NA NA 2 NA 1 46
3195 2 1 NA NA 75 NA 1 2 1 NA 62
3196 2 2 1 1 NA 2 NA NA 1 1 64
3197 2 NA 1 NA 52 12 2 NA 1 NA 41
3198 2 2 1 NA 68 2 1 1 1 4 70
3198 3 NA 1 4 NA 7 1 1 1 4 70
3198 4 1 NA 4 21 8 1 1 1 4 70
3199 2 1 1 2 NA 3 NA NA NA 2 38
3199 3 NA 1 2 39 12 NA NA NA 2 38
3200 2 1 1 NA 51 11 NA 1 NA 5 53
3200 3 2 NA 5 41 11 NA 1 NA 5 53
3200 4 1 1 5 36 11 NA 1 NA 5 53
3201 2 2 NA NA 1 3 1 2 NA 1 20
3202 2 2 NA 1 NA 3 NA NA NA 1 34
3203 2 2 1 5 3 NA 2 1 NA 5 43
3203 3 1 1 NA 29 11 2 1 NA 5 43
3203 4 2 NA NA 36 12 2 1 NA 5 43
3204 2 2 NA 1 NA NA 1 1 NA 1 77
3205 2 NA 1 1 NA 2 1 1 1 1 37
3205 3 2 1 NA NA NA 1 1 1 1 37
3206 2 NA 2 1 NA 3 NA 2 NA 1 71
3206 3 2 NA 1 20 8 NA 2 NA 1 71
3207 2 2 1 1 NA 2 1 1 NA 1 72
3207 3 1 1 NA 44 3 1 1 NA 1 72
3207 4 2 NA 1 NA NA 1 1 NA 1 72
3208 2 2 NA 1 9 4 2 1 1 NA 45
3209 2 1 1 1 15 3 1 2 1 NA 42
3210 2 2 1 NA 52 2 1 1 1 1 53
3210 3 NA 1 1 20 3 1 1 1 1 53
3210 4 NA 1 NA 17 NA 1 1 1 1 53
3211 2 2 1 NA 61 2 2 1 1 2 65
3212 2 NA 1 1 53 NA 1 2 NA 1 50
3212 3 NA NA 1 NA 3 1 2 NA 1 50
3213 2 NA 8 NA 76 NA NA 2 1 1 57
3214 2 NA NA 1 NA 2 1 NA NA 1 67
3214 3 NA NA NA 63 6 1 NA NA 1 67
3214 4 NA 1 1 NA NA 1 NA NA 1 67
3215 2 2 6 1 55 12 2 2 6 1 60
3215 3 2 2 NA 47 12 2 2 6 1 60
3216 2 2 1 1 42 2 1 NA NA 1 50
3216 3 2 1 1 11 3 1 NA NA 1 50
3217 2 2 1 1 NA 2 1 NA 1 1 41
3217 3 NA 1 NA 4 NA 1 NA 1 1 41
3218 2 2 1 1 79 2 1 1 1 NA 84
3219 2 1 2 1 45 3 2 2 2 1 64
3220 2 2 1 1 66 2 1 NA NA 1 60
3221 2 1 8 NA 22 3 2 2 NA 2 45
3221 3 1 1 NA 40 NA 2 2 NA 2 45
3221 4 NA 1 1 36 12 2 2 NA 2 45
3222 2 1 1 1 15 3 NA 1 NA 1 38
3222 3 NA 1 1 NA 3 NA 1 NA 1 38
3222 4 2 NA 1 38 12 NA 1 NA 1 38
3223 2 2 1 1 51 2 1 1 NA 1 64
3223 3 NA NA NA 52 11 1 1 NA 1 64
3224 2 2 1 1 NA 2 1 1 1 NA 51
3225 2 NA 1 NA NA 2 NA 1 NA NA 57
3226 2 2 1 1 20 3 2 2 1 NA 50
3227 2 NA 1 1 63 NA 1 1 1 NA 64
3228 2 NA 1 1 NA 2 NA NA 1 NA 57
3229 2 1 NA 1 60 2 1 2 1 1 60
3230 2 2 1 1 NA 2 1 1 NA 1 39
3230 3 1 NA NA NA 3 1 1 NA 1 39
3230 4 2 1 1 12 3 1 1 NA 1 39
3231 2 2 1 NA NA NA 1 1 1 1 71
3232 2 2 1 1 NA 2 1 1 1 1 59
3233 2 1 NA 1 29 2 NA 2 1 1 30
3233 3 1 2 NA 13 NA NA 2 1 1 30
3233 4 1 2 1 9 3 NA 2 1 1 30
3234 2 1 1 NA NA 2 1 2 1 NA 56
3235 2 1 1 NA 39 NA 1 2 1 1 37
3236 2 2 1 1 58 NA 2 1 1 NA 61
3237 2 2 NA NA 17 3 2 NA 2 1 36
3238 2 2 1 1 80 12 NA 2 1 1 79
3239 2 1 NA 1 NA 2 1 2 1 1 63
3240 2 2 1 1 56 3 NA 2 NA 1 77
3240 3 1 NA 1 28 8 NA 2 NA 1 77
3240 4 1 1 NA NA 10 NA 2 NA 1 77
3241 2 2 1 1 29 NA 1 1 1 1 30
3241 3 2 1 2 3 3 1 1 1 1 30
3241 4 1 1 NA 1 3 1 1 1 1 30
3242 2 2 1 1 NA 2 NA NA 1 NA 50
3242 3 1 1 1 NA NA NA NA 1 NA 50
3242 4 1 NA 2 12 5 NA NA 1 NA 50
3243 2 2 1 1 NA 2 1 1 NA NA 69
3244 2 1 NA 1 45 2 1 2 NA 1 40
3244 3 2 6 1 19 3 1 2 NA 1 40
3244 4 NA 6 1 16 NA 1 2 NA 1 40
3245 2 2 1 NA NA 2 NA 1 1 NA 73
3246 2 NA 1 1 NA 2 NA 1 NA 1 48
3247 2 NA 1 1 30 2 NA 1 1 1 31
3247 3 1 1 1 NA 3 NA 1 1 1 31
3247 4 1 1 1 NA 3 NA 1 1 1 31
3248 2 NA NA 1 9 NA 1 NA NA NA 43
3248 3 1 1 NA 9 NA 1 NA NA NA 43
3248 4 2 1 1 6 3 1 NA NA NA 43
3249 2 2 NA 1 83 NA NA 1 1 NA 82
3250 2 NA NA 1 42 11 2 2 NA 1 54
3251 2 NA NA 1 53 2 1 1 1 NA 51
3251 3 1 NA 1 18 3 1 1 1 NA 51
3252 2 1 1 1 NA NA NA NA NA 1 40
3253 2 2 1 1 76 2 1 1 NA NA 75
3254 2 NA NA 1 11 3 NA 2 2 1 38
3254 3 1 NA NA 15 NA NA 2 2 1 38
3255 2 1 NA NA 16 NA 1 2 NA 1 56
3256 2 2 NA 1 9 3 NA 2 NA 1 32
3256 3 2 NA NA 7 NA NA 2 NA 1 32
3256 4 1 NA 1 36 NA NA 2 NA 1 32
3257 2 NA 1 1 39 2 1 1 1 1 36
3257 3 NA NA 1 NA 3 1 1 1 1 36
3257 4 NA 1 1 11 NA 1 1 1 1 36
3258 2 NA 1 NA NA NA NA NA 1 NA 42
3259 2 NA NA 2 16 3 NA 1 NA 2 41
3260 2 1 NA 1 12 3 2 NA NA NA 47
3261 2 1 1 1 53 NA 1 NA 1 1 49
3262 2 2 1 NA NA 2 1 NA NA 1 41
3262 3 2 1 1 18 NA 1 NA NA 1 41
3262 4 NA 1 1 17 3 1 NA NA 1 41
3263 2 2 NA 1 NA 2 1 1 NA 1 67
3264 2 2 1 NA NA 2 1 1 1 1 64
3265 2 1 1 1 NA 2 NA 2 1 NA 28
3265 3 1 NA 1 2 3 NA 2 1 NA 28
3266 2 NA 1 1 26 2 2 2 1 3 27
3266 3 NA 1 3 4 NA 2 2 1 3 27
3267 2 NA 1 5 44 12 NA 1 NA 5 38
3268 2 2 NA NA 61 2 NA NA NA 1 62
3269 2 NA 1 1 NA 2 1 1 NA 1 77
3270 2 2 1 NA NA 2 1 1 1 1 70
3271 2 2 1 1 NA 2 1 1 1 5 66
3271 3 2 1 1 28 3 1 1 1 5 66
3272 2 2 2 1 40 12 NA 1 NA 1 65
3273 2 NA 2 1 NA 2 NA 2 2 NA 65
3274 2 NA 1 1 NA 2 NA 1 1 1 61
3275 2 NA 1 1 NA 2 1 2 1 1 46
3275 3 1 1 NA 23 3 1 2 1 1 46
3275 4 1 NA NA 18 3 1 2 1 1 46
3276 2 1 NA NA 64 6 1 2 1 NA 67
3276 3 2 1 3 63 6 1 2 1 NA 67
3277 2 2 1 1 58 2 NA 1 1 1 60
3277 3 NA 1 NA 35 NA NA 1 1 1 60
3278 2 2 NA 3 52 3 2 2 7 3 78
3278 3 2 7 3 21 8 2 2 7 3 78
3279 2 NA NA 2 62 6 1 1 1 2 71
3280 2 1 1 NA 50 NA 2 NA 1 1 66
3281 2 1 NA 1 NA NA NA 2 1 NA 58
3282 2 2 1 NA 42 NA 1 NA NA 1 48
3282 3 NA 1 NA 15 3 1 NA NA 1 48
3282 4 1 1 1 11 NA 1 NA NA 1 48
3283 2 2 NA NA 63 2 1 1 1 NA 75
3284 2 NA NA 1 57 2 1 2 2 1 57
3285 2 1 NA 1 NA NA 1 NA 1 1 76
3286 2 2 1 NA 14 NA NA 2 1 1 51
3287 2 2 1 1 33 NA 1 1 1 1 33
3287 3 2 NA NA NA 3 1 1 1 1 33
3287 4 2 1 1 2 NA 1 1 1 1 33
3288 2 1 1 1 50 12 1 NA NA 1 43
3289 2 1 1 1 44 2 1 NA 1 1 42
3289 3 1 NA 1 9 3 1 NA 1 1 42
3289 4 1 NA 1 6 3 1 NA 1 1 42
3290 2 2 NA 1 NA NA 1 NA 1 1 74
3291 2 1 1 1 NA 2 1 NA 1 1 25
3292 2 NA 1 NA 39 2 NA 1 NA NA 32
3292 3 2 1 NA 3 3 NA 1 NA NA 32
3292 4 NA 1 3 11 5 NA 1 NA NA 32
3293 2 NA 1 1 7 3 2 2 1 1 38
3294 2 NA 1 NA NA 2 NA 2 NA 1 74
3295 2 2 1 1 56 NA 1 1 1 1 51
3296 2 2 1 1 48 2 1 1 1 NA 53
3296 3 2 1 NA 22 NA 1 1 1 NA 53
3296 4 1 1 NA 20 3 1 1 1 NA 53
3297 2 2 1 NA 47 2 NA NA 1 1 43
3297 3 NA 1 NA 15 3 NA NA 1 1 43
3298 2 2 NA NA NA 2 NA 1 6 NA 61
3298 3 2 NA NA 17 NA NA 1 6 NA 61
3299 2 1 1 1 NA 2 1 2 1 1 54
3299 3 2 1 1 NA NA 1 2 1 1 54
3300 2 2 1 1 NA 2 NA 1 NA 1 38
3300 3 2 1 1 6 3 NA 1 NA 1 38
3300 4 NA NA NA NA 3 NA 1 NA 1 38
3301 2 NA 1 NA NA 2 1 1 1 NA 79
3302 2 1 1 1 NA 2 2 2 NA 1 37
3302 3 NA 1 NA 3 NA 2 2 NA 1 37
3303 2 1 2 1 13 3 2 2 NA NA 32
3303 3 1 2 1 6 3 2 2 NA NA 32
3303 4 NA 2 NA 21 NA 2 2 NA NA 32
3304 2 1 NA 1 NA 2 2 2 1 1 55
3305 2 1 1 1 NA 3 2 1 1 1 65
3306 2 1 1 1 NA 2 1 NA 1 NA 48
3306 3 NA NA 1 19 NA 1 NA 1 NA 48
